age,monthly_income,category,amount,payment_method,merchant_type,days_since_last_expense,monthly_expense_count,budget_limit,amount_to_budget_ratio,income_expense_ratio,high_risk_expense
59,49228,Bills,1411.31,Cash,Online,9,27,29194,0.048,0.0287,0
45,58472,Shopping,3870.54,Card,Subscription,8,52,23131,0.167,0.0662,0
48,64437,Healthcare,1478.19,Card,Utility,12,49,25316,0.058,0.0229,0
26,74711,Other,3166.51,Wallet,Local,15,42,18780,0.169,0.0424,0
46,92175,Healthcare,713.12,Wallet,Utility,2,21,8383,0.085,0.0077,0
31,79307,Entertainment,1436.98,Wallet,Subscription,21,1,20208,0.071,0.0181,0
57,61733,Food,1340.31,Cash,Transport,22,54,13953,0.096,0.0217,0
58,143202,Healthcare,2406.27,Card,Education,14,28,17697,0.136,0.0168,0
39,110028,Other,1814.8,Net Banking,Utility,16,48,21634,0.084,0.0165,0
28,107493,Entertainment,4199.97,Cash,Transport,13,58,8118,0.517,0.0391,0
40,140149,Travel,1175.44,UPI,Transport,6,58,1282,0.917,0.0084,1
18,23259,Entertainment,1799.63,Wallet,Subscription,19,15,15142,0.119,0.0774,0
54,143775,Bills,1377.28,Card,Subscription,15,55,20939,0.066,0.0096,0
38,29849,Shopping,1709.66,Cash,Education,20,17,8289,0.206,0.0573,0
43,96768,Travel,1603.21,UPI,Local,7,26,25083,0.064,0.0166,0
53,121108,Bills,858.07,Cash,Restaurant,3,20,28849,0.03,0.0071,0
40,104709,Bills,2868.94,Cash,Online,30,25,14502,0.198,0.0274,0
18,69869,Bills,1035.9,Net Banking,Utility,19,13,29746,0.035,0.0148,0
57,141888,Food,980.28,Net Banking,Subscription,23,33,20023,0.049,0.0069,0
32,78095,Bills,456.38,Cash,Utility,14,25,12481,0.037,0.0058,0
38,132886,Food,1150.28,UPI,Restaurant,4,8,5507,0.209,0.0087,0
26,85910,Bills,1025.56,Card,Restaurant,12,5,20935,0.049,0.0119,0
26,38567,Education,270.01,Card,Education,5,6,8075,0.033,0.007,0
27,50292,Other,1467.52,Wallet,Transport,27,23,25593,0.057,0.0292,0
43,89813,Travel,4082.19,Wallet,Education,26,52,20074,0.203,0.0455,0
58,112136,Education,533.45,Card,Online,29,30,16684,0.032,0.0048,0
52,66631,Bills,1687.87,Cash,Local,4,14,11794,0.143,0.0253,0
42,24885,Travel,1442.46,Cash,Utility,16,54,6137,0.235,0.058,0
43,81314,Travel,2624.3,Net Banking,Online,6,23,13270,0.198,0.0323,0
28,80087,Healthcare,2751.91,Net Banking,Local,5,11,15042,0.183,0.0344,0
55,110998,Shopping,6017.03,Wallet,Utility,1,31,11408,0.527,0.0542,1
19,64812,Education,2051.12,Card,Online,10,6,17462,0.117,0.0316,0
24,73643,Shopping,923.99,Cash,Subscription,6,11,25022,0.037,0.0125,0
35,59900,Travel,1126.1,Card,Utility,21,13,21366,0.053,0.0188,0
44,31288,Food,1214.54,UPI,Online,20,12,13199,0.092,0.0388,0
51,87692,Travel,1058.06,Card,Restaurant,7,54,2365,0.447,0.0121,0
44,100436,Shopping,4722.48,UPI,Local,4,2,22373,0.211,0.047,0
34,61403,Education,2666.52,Net Banking,Online,26,53,1876,1.421,0.0434,1
41,106170,Bills,2392.44,Net Banking,Subscription,17,35,14755,0.162,0.0225,0
42,24168,Healthcare,737.92,Wallet,Education,21,55,14147,0.052,0.0305,0
24,64879,Healthcare,2733.94,Card,Utility,15,36,28014,0.098,0.0421,0
23,74871,Healthcare,3489.62,Card,Utility,13,17,25981,0.134,0.0466,0
41,47174,Bills,1461.33,UPI,Utility,11,28,5908,0.247,0.031,0
50,125155,Healthcare,1116.22,Net Banking,Subscription,16,28,8663,0.129,0.0089,0
46,86853,Education,4265.68,UPI,Local,4,22,21942,0.194,0.0491,0
39,79046,Bills,1008.31,Net Banking,Utility,13,38,26040,0.039,0.0128,0
43,64678,Healthcare,928.88,UPI,Local,5,7,6783,0.137,0.0144,0
45,41649,Bills,811.63,Net Banking,Online,14,15,2476,0.328,0.0195,0
38,142795,Shopping,1630.33,UPI,Restaurant,6,32,6943,0.235,0.0114,0
24,103668,Other,2046.99,Net Banking,Restaurant,13,11,13824,0.148,0.0197,0
34,104906,Other,3192.26,UPI,Local,17,24,21643,0.147,0.0304,0
37,111019,Education,2464.75,Card,Local,0,3,8095,0.304,0.0222,0
58,93002,Entertainment,2438.62,Wallet,Restaurant,5,30,5420,0.45,0.0262,0
37,43803,Food,3830.91,UPI,Utility,2,6,18771,0.204,0.0875,1
39,45795,Healthcare,780.99,Wallet,Transport,4,58,27523,0.028,0.0171,0
45,23770,Food,505.87,Card,Transport,11,2,17875,0.028,0.0213,0
57,26093,Bills,2544.65,Card,Subscription,30,14,5728,0.444,0.0975,1
24,146265,Food,1576.71,Net Banking,Education,10,41,12248,0.129,0.0108,0
18,115311,Education,3199.66,Wallet,Restaurant,12,18,29035,0.11,0.0277,0
49,32569,Education,1682.81,Cash,Restaurant,15,51,16215,0.104,0.0517,0
30,26190,Travel,1087.49,Net Banking,Subscription,30,44,14984,0.073,0.0415,0
47,77824,Other,2569.0,Wallet,Transport,17,31,24930,0.103,0.033,0
40,57070,Healthcare,1831.94,UPI,Online,30,13,6950,0.264,0.0321,0
36,55197,Travel,1683.83,UPI,Utility,16,26,20488,0.082,0.0305,0
49,17261,Food,6710.51,Card,Utility,16,44,17967,0.373,0.3888,1
47,101795,Entertainment,3647.46,Cash,Online,28,12,25510,0.143,0.0358,0
46,43933,Travel,2784.77,UPI,Online,10,18,520,5.355,0.0634,1
46,55583,Travel,1871.26,Wallet,Transport,19,9,27998,0.067,0.0337,0
47,127082,Education,1762.43,Wallet,Subscription,9,49,15217,0.116,0.0139,0
33,100371,Entertainment,1383.69,UPI,Online,28,21,15080,0.092,0.0138,0
57,126032,Bills,2002.5,Wallet,Subscription,15,48,10617,0.189,0.0159,0
36,57604,Food,1198.09,Wallet,Education,1,49,10164,0.118,0.0208,0
35,110074,Travel,651.09,Card,Local,16,53,1599,0.407,0.0059,0
18,88869,Entertainment,1669.41,Cash,Utility,21,56,23725,0.07,0.0188,0
31,20410,Other,2113.75,Card,Transport,29,40,3137,0.674,0.1036,1
19,98375,Healthcare,3204.47,Cash,Utility,19,43,9081,0.353,0.0326,0
45,111055,Entertainment,933.08,Wallet,Transport,9,24,8244,0.113,0.0084,0
47,101716,Other,1772.17,Cash,Local,12,34,20297,0.087,0.0174,0
55,69245,Food,2452.2,Wallet,Utility,11,8,7957,0.308,0.0354,0
21,58056,Entertainment,2416.38,Wallet,Local,14,44,11307,0.214,0.0416,0
18,73557,Other,4575.67,Card,Transport,6,53,18238,0.251,0.0622,0
25,32543,Entertainment,1403.26,Card,Online,26,33,6902,0.203,0.0431,0
46,111038,Entertainment,872.55,Net Banking,Education,21,23,5021,0.174,0.0079,0
56,18828,Healthcare,1853.17,UPI,Utility,20,13,22009,0.084,0.0984,1
20,131656,Other,1456.29,Net Banking,Local,25,54,16889,0.086,0.0111,0
49,32087,Other,1277.7,Net Banking,Restaurant,27,53,8882,0.144,0.0398,0
27,46337,Travel,1154.5,Cash,Utility,12,49,25223,0.046,0.0249,0
27,80333,Food,2119.44,Wallet,Utility,11,14,13192,0.161,0.0264,0
36,85448,Healthcare,1037.42,Wallet,Utility,11,14,4853,0.214,0.0121,0
51,19648,Entertainment,2783.2,Wallet,Subscription,27,16,15565,0.179,0.1417,1
50,145576,Entertainment,2699.1,UPI,Local,1,49,20434,0.132,0.0185,0
40,48623,Travel,2248.09,Cash,Local,4,38,14925,0.151,0.0462,0
45,50634,Food,779.89,Cash,Utility,24,58,13611,0.057,0.0154,0
49,129598,Education,2055.91,Wallet,Online,24,39,8531,0.241,0.0159,0
24,64334,Healthcare,3340.32,Net Banking,Utility,1,26,20989,0.159,0.0519,0
46,83648,Travel,2912.41,UPI,Subscription,22,26,26186,0.111,0.0348,0
25,37054,Food,2655.44,Net Banking,Transport,25,1,28909,0.092,0.0717,0
18,85028,Healthcare,1753.94,Card,Subscription,29,32,16010,0.11,0.0206,0
20,37207,Entertainment,1700.38,Cash,Online,19,57,5583,0.305,0.0457,0
41,96554,Food,3684.76,Cash,Utility,12,15,9316,0.396,0.0382,0
40,98276,Food,2097.07,Net Banking,Local,28,52,12817,0.164,0.0213,0
25,67781,Bills,2114.62,UPI,Education,2,21,2675,0.791,0.0312,0
54,76035,Food,7905.56,Cash,Restaurant,10,18,11841,0.668,0.104,1
20,23210,Education,1381.53,Net Banking,Utility,15,30,26154,0.053,0.0595,0
50,59363,Food,247.67,UPI,Online,0,58,28627,0.009,0.0042,0
45,93279,Education,1529.22,Net Banking,Local,18,13,27428,0.056,0.0164,0
25,149393,Entertainment,1592.94,UPI,Subscription,10,24,25621,0.062,0.0107,0
51,96348,Education,2076.35,Wallet,Transport,8,30,22108,0.094,0.0216,0
52,128816,Healthcare,2401.55,UPI,Transport,13,2,18079,0.133,0.0186,0
49,138053,Entertainment,292.27,Card,Education,30,19,2569,0.114,0.0021,0
41,81262,Entertainment,2433.75,Wallet,Utility,8,47,3858,0.631,0.0299,0
31,149832,Education,1660.41,Net Banking,Subscription,6,44,19322,0.086,0.0111,0
49,82411,Other,1427.19,Wallet,Education,15,47,9308,0.153,0.0173,0
33,38377,Travel,432.53,Wallet,Restaurant,2,25,4744,0.091,0.0113,0
21,53211,Shopping,4167.16,Net Banking,Restaurant,28,50,20227,0.206,0.0783,0
54,18744,Other,1265.23,Net Banking,Education,18,14,2311,0.547,0.0675,0
38,39995,Food,2678.34,Card,Online,3,6,17055,0.157,0.067,0
31,49542,Bills,922.66,Net Banking,Transport,6,12,21026,0.044,0.0186,0
48,25651,Shopping,2136.97,Cash,Subscription,22,20,17509,0.122,0.0833,1
35,114239,Food,1443.4,Cash,Utility,27,23,6406,0.225,0.0126,0
24,93931,Other,2625.92,Card,Local,11,30,8483,0.31,0.028,0
27,117112,Other,1409.21,UPI,Utility,29,30,4563,0.309,0.012,0
24,31715,Food,889.92,UPI,Utility,17,38,10946,0.081,0.0281,0
50,76350,Entertainment,1712.72,Cash,Subscription,27,58,9144,0.187,0.0224,0
40,86425,Food,1654.14,Net Banking,Transport,30,30,10110,0.164,0.0191,0
38,101120,Bills,2044.44,Card,Subscription,4,41,8642,0.237,0.0202,0
36,129889,Other,3140.65,UPI,Local,22,30,1253,2.507,0.0242,1
36,89637,Food,740.97,UPI,Education,22,57,12064,0.061,0.0083,0
53,85194,Education,3040.7,Wallet,Subscription,21,58,7351,0.414,0.0357,0
46,91917,Shopping,652.72,Cash,Online,25,36,5604,0.116,0.0071,0
35,79200,Education,2561.48,Net Banking,Utility,9,49,27799,0.092,0.0323,0
19,120848,Bills,2613.08,Card,Transport,11,34,24227,0.108,0.0216,0
18,121022,Food,1217.26,UPI,Restaurant,7,16,15690,0.078,0.0101,0
22,75058,Healthcare,959.06,Wallet,Local,18,24,23810,0.04,0.0128,0
37,77068,Bills,920.73,Cash,Restaurant,14,14,13921,0.066,0.0119,0
28,114932,Entertainment,1824.81,Cash,Utility,0,26,23711,0.077,0.0159,0
59,37785,Education,2721.9,Card,Subscription,2,8,11702,0.233,0.072,0
19,109475,Education,1561.77,UPI,Restaurant,26,14,11603,0.135,0.0143,0
20,17282,Travel,222.84,Card,Online,17,31,9917,0.022,0.0129,0
40,82534,Food,1159.43,Card,Subscription,17,2,8859,0.131,0.014,0
29,89964,Entertainment,1129.51,Wallet,Utility,29,48,4185,0.27,0.0126,0
37,134006,Healthcare,2391.06,Cash,Restaurant,29,4,25161,0.095,0.0178,0
22,65583,Education,2471.22,Net Banking,Education,1,1,10369,0.238,0.0377,0
54,53392,Education,1919.79,Cash,Local,4,55,18866,0.102,0.036,0
55,22461,Entertainment,3044.27,Cash,Restaurant,28,20,5444,0.559,0.1355,1
47,115123,Bills,3187.61,Wallet,Education,0,59,24776,0.129,0.0277,0
26,25516,Bills,1210.23,Net Banking,Education,9,14,15910,0.076,0.0474,0
51,136251,Food,905.17,UPI,Restaurant,19,40,15971,0.057,0.0066,0
52,77493,Other,1638.42,Net Banking,Transport,29,25,10178,0.161,0.0211,0
39,51027,Travel,1917.23,UPI,Restaurant,9,25,25075,0.076,0.0376,0
41,108547,Education,1166.28,Net Banking,Utility,4,3,9133,0.128,0.0107,0
34,115127,Other,9064.2,Card,Education,17,5,8962,1.011,0.0787,1
27,94003,Other,4018.81,Net Banking,Local,20,38,14388,0.279,0.0428,0
47,54758,Travel,1087.79,Wallet,Utility,25,54,17227,0.063,0.0199,0
40,69312,Other,765.84,UPI,Online,14,26,26282,0.029,0.011,0
49,83670,Other,1023.72,Cash,Subscription,19,40,16703,0.061,0.0122,0
34,97279,Bills,3223.2,Wallet,Restaurant,7,38,3581,0.9,0.0331,1
34,30434,Bills,3272.21,UPI,Transport,16,38,23521,0.139,0.1075,1
31,90769,Shopping,4048.98,UPI,Local,30,4,9949,0.407,0.0446,0
26,81677,Healthcare,884.74,Cash,Transport,11,7,16157,0.055,0.0108,0
57,98555,Food,2384.94,Card,Transport,20,30,2791,0.855,0.0242,1
19,143379,Other,948.48,Wallet,Transport,29,30,2032,0.467,0.0066,0
42,116665,Shopping,4588.02,Cash,Restaurant,29,56,28498,0.161,0.0393,0
56,83803,Healthcare,908.34,Cash,Local,26,19,4862,0.187,0.0108,0
26,106703,Shopping,632.5,Card,Local,11,39,18537,0.034,0.0059,0
39,36312,Shopping,731.76,Wallet,Education,25,35,16515,0.044,0.0202,0
21,132961,Food,1717.92,Cash,Transport,0,40,5488,0.313,0.0129,0
43,55379,Food,2697.38,Card,Education,25,33,6844,0.394,0.0487,0
46,32297,Entertainment,2587.18,Wallet,Education,25,33,8930,0.29,0.0801,1
51,17011,Travel,756.88,Net Banking,Subscription,3,14,16193,0.047,0.0445,0
40,135234,Travel,1311.55,UPI,Restaurant,7,38,9606,0.137,0.0097,0
54,59014,Entertainment,1190.42,Card,Restaurant,0,10,1938,0.614,0.0202,0
28,109333,Entertainment,673.35,UPI,Utility,26,57,19900,0.034,0.0062,0
23,26120,Bills,1169.92,Net Banking,Education,14,28,15319,0.076,0.0448,0
35,37852,Healthcare,3943.3,Cash,Restaurant,17,14,10152,0.388,0.1042,1
38,94239,Shopping,601.14,Cash,Transport,0,36,25050,0.024,0.0064,0
59,147001,Other,2003.58,Wallet,Online,10,38,6889,0.291,0.0136,0
53,106575,Entertainment,3999.2,Card,Transport,22,16,22861,0.175,0.0375,0
58,110040,Education,3873.67,Card,Local,1,21,3579,1.082,0.0352,1
55,20744,Travel,4718.54,Wallet,Restaurant,0,28,6795,0.694,0.2275,1
51,57359,Entertainment,2133.98,UPI,Restaurant,30,33,14203,0.15,0.0372,0
34,113746,Education,2342.36,Cash,Utility,11,6,19142,0.122,0.0206,0
54,135906,Education,1185.96,Cash,Education,15,41,9058,0.131,0.0087,0
42,22597,Education,590.3,Card,Online,21,15,19875,0.03,0.0261,0
55,62093,Bills,1559.93,Card,Restaurant,21,44,4241,0.368,0.0251,0
29,129650,Bills,3471.24,Wallet,Utility,9,3,14381,0.241,0.0268,0
40,135956,Other,219.34,Net Banking,Utility,17,43,16969,0.013,0.0016,0
59,130598,Other,1225.7,UPI,Online,14,47,15914,0.077,0.0094,0
39,148241,Education,2490.67,Net Banking,Transport,16,35,14829,0.168,0.0168,0
38,23036,Healthcare,1733.87,Net Banking,Transport,29,14,19377,0.089,0.0753,0
44,46778,Bills,3741.7,Card,Transport,9,2,29791,0.126,0.08,0
48,33800,Shopping,3251.19,Card,Subscription,2,29,16882,0.193,0.0962,1
23,40372,Education,529.53,Card,Education,25,4,23331,0.023,0.0131,0
44,76516,Shopping,1833.93,Net Banking,Education,29,26,8823,0.208,0.024,0
57,35538,Shopping,984.27,UPI,Transport,20,51,8088,0.122,0.0277,0
51,78918,Education,974.65,Card,Online,15,12,1403,0.695,0.0124,0
29,86155,Travel,565.28,Cash,Subscription,5,2,12148,0.047,0.0066,0
24,74500,Healthcare,2043.01,UPI,Education,2,17,21967,0.093,0.0274,0
27,125659,Education,3790.01,Cash,Transport,8,35,26297,0.144,0.0302,0
34,42716,Other,2164.81,UPI,Subscription,10,10,23074,0.094,0.0507,0
43,149308,Education,535.29,Card,Online,20,48,10455,0.051,0.0036,0
38,17352,Bills,1667.44,Wallet,Transport,12,22,3304,0.505,0.0961,1
45,148004,Education,2427.65,Card,Local,17,41,18110,0.134,0.0164,0
19,91449,Travel,1582.85,Net Banking,Restaurant,25,43,1784,0.887,0.0173,1
18,23556,Bills,2139.39,Net Banking,Online,21,21,1189,1.799,0.0908,1
53,101836,Other,1045.84,UPI,Utility,27,15,22027,0.047,0.0103,0
43,65098,Food,1456.51,Net Banking,Utility,23,35,5282,0.276,0.0224,0
46,127169,Food,1393.32,Card,Online,26,48,21765,0.064,0.011,0
38,141060,Shopping,4224.31,Cash,Utility,21,21,29511,0.143,0.0299,0
28,145544,Healthcare,770.05,Card,Education,3,21,5007,0.154,0.0053,0
57,15340,Shopping,248.98,UPI,Online,21,21,2496,0.1,0.0162,0
28,97302,Travel,4058.97,Net Banking,Local,23,44,21265,0.191,0.0417,0
53,15138,Entertainment,1876.48,Cash,Online,7,32,24564,0.076,0.124,1
56,146430,Other,645.53,Wallet,Transport,12,55,26185,0.025,0.0044,0
57,134619,Healthcare,3073.89,Cash,Transport,9,5,17313,0.178,0.0228,0
52,100376,Other,2524.66,Cash,Subscription,1,39,22584,0.112,0.0252,0
51,114931,Food,4650.97,Card,Utility,7,9,29202,0.159,0.0405,0
41,96532,Shopping,1978.13,Wallet,Restaurant,5,53,20665,0.096,0.0205,0
39,70778,Other,6722.03,UPI,Utility,15,18,25678,0.262,0.095,1
22,52772,Food,1592.75,UPI,Education,17,21,9131,0.174,0.0302,0
50,73478,Travel,2527.73,Cash,Online,16,8,26060,0.097,0.0344,0
53,41762,Travel,2765.39,Cash,Restaurant,5,44,22352,0.124,0.0662,0
37,70568,Entertainment,9200.75,Net Banking,Restaurant,12,52,26994,0.341,0.1304,1
36,100090,Other,1260.95,Wallet,Utility,22,34,5007,0.252,0.0126,0
52,35219,Entertainment,1231.87,Cash,Restaurant,13,10,1027,1.199,0.035,1
34,72169,Bills,2801.82,Net Banking,Restaurant,29,51,29481,0.095,0.0388,0
51,89965,Healthcare,599.78,Wallet,Transport,25,41,3496,0.172,0.0067,0
26,99754,Other,979.23,UPI,Local,20,57,3967,0.247,0.0098,0
43,92988,Travel,1561.91,Net Banking,Online,29,24,18245,0.086,0.0168,0
19,147379,Shopping,4561.36,Wallet,Utility,9,40,23701,0.192,0.0309,0
26,95388,Food,2803.05,Net Banking,Transport,23,24,15272,0.184,0.0294,0
26,105768,Education,1825.97,Cash,Education,10,56,1203,1.518,0.0173,1
57,50428,Entertainment,1176.02,Card,Education,12,32,1162,1.012,0.0233,1
34,107021,Education,5700.07,UPI,Subscription,11,56,25440,0.224,0.0533,1
18,133418,Other,1659.8,Cash,Restaurant,8,33,9614,0.173,0.0124,0
42,147212,Shopping,978.5,Cash,Restaurant,3,38,6756,0.145,0.0066,0
57,41421,Entertainment,6373.58,Wallet,Utility,6,44,28932,0.22,0.1539,1
59,16708,Education,623.31,Net Banking,Local,23,57,8867,0.07,0.0373,0
42,149702,Healthcare,3863.74,UPI,Local,28,56,13960,0.277,0.0258,0
56,91021,Shopping,1747.9,Cash,Utility,21,51,5797,0.302,0.0192,0
52,59789,Food,2798.7,Wallet,Utility,1,59,26011,0.108,0.0468,0
20,41086,Healthcare,2482.86,UPI,Transport,6,49,9073,0.274,0.0604,0
54,31859,Shopping,2772.72,Net Banking,Education,28,34,16082,0.172,0.087,1
47,22684,Bills,6728.98,Cash,Utility,8,11,5878,1.145,0.2966,1
55,106088,Entertainment,6103.8,Cash,Education,4,31,14000,0.436,0.0575,1
51,147279,Travel,1019.16,Cash,Subscription,14,18,805,1.266,0.0069,1
29,61099,Food,2421.47,UPI,Education,17,23,22381,0.108,0.0396,0
36,81093,Other,390.02,UPI,Transport,3,22,5197,0.075,0.0048,0
54,63651,Healthcare,2967.77,UPI,Restaurant,18,43,19274,0.154,0.0466,0
34,28893,Healthcare,3421.18,UPI,Restaurant,19,18,27279,0.125,0.1184,1
27,81418,Education,252.38,Wallet,Education,25,40,29883,0.008,0.0031,0
29,140074,Entertainment,1703.05,Card,Restaurant,6,47,7722,0.221,0.0122,0
33,118065,Other,2795.4,Wallet,Restaurant,25,41,8433,0.331,0.0237,0
41,145351,Travel,2199.86,Cash,Online,7,47,18349,0.12,0.0151,0
36,53635,Shopping,634.14,Wallet,Subscription,16,39,24736,0.026,0.0118,0
25,110071,Travel,693.86,Net Banking,Transport,12,20,11963,0.058,0.0063,0
48,93518,Entertainment,1565.37,UPI,Transport,23,13,902,1.735,0.0167,1
38,121233,Entertainment,1260.82,Net Banking,Restaurant,20,45,13401,0.094,0.0104,0
34,118651,Bills,1350.57,Net Banking,Local,27,1,7440,0.182,0.0114,0
40,87805,Bills,561.67,Cash,Transport,22,52,16522,0.034,0.0064,0
54,137813,Travel,1768.9,UPI,Subscription,10,4,19554,0.09,0.0128,0
33,94063,Shopping,4583.38,Net Banking,Utility,26,24,8595,0.533,0.0487,0
23,17454,Travel,657.34,Cash,Subscription,0,36,26877,0.024,0.0377,0
25,35878,Entertainment,1474.1,UPI,Restaurant,1,36,11342,0.13,0.0411,0
42,83344,Entertainment,2596.48,Card,Restaurant,16,45,25252,0.103,0.0312,0
35,119946,Education,451.41,Cash,Online,4,2,5044,0.089,0.0038,0
42,51593,Bills,1781.28,Wallet,Education,29,28,25818,0.069,0.0345,0
29,51304,Other,3355.26,UPI,Transport,29,26,22544,0.149,0.0654,0
32,128613,Other,780.48,Net Banking,Education,5,23,6574,0.119,0.0061,0
43,33354,Other,1902.74,Net Banking,Education,25,15,19232,0.099,0.057,0
58,37190,Education,3201.58,Wallet,Transport,24,36,7350,0.436,0.0861,1
43,21142,Food,6516.23,Wallet,Transport,23,27,21286,0.306,0.3082,1
49,56862,Other,1836.08,Net Banking,Restaurant,6,6,1250,1.469,0.0323,1
27,140438,Entertainment,996.45,UPI,Transport,27,35,25944,0.038,0.0071,0
33,63456,Education,338.42,Cash,Local,20,39,20946,0.016,0.0053,0
24,115167,Travel,1003.01,Wallet,Local,29,38,29043,0.035,0.0087,0
34,97035,Bills,533.87,Wallet,Utility,14,35,24318,0.022,0.0055,0
40,23016,Bills,4817.35,Wallet,Transport,18,36,25289,0.19,0.2093,1
43,17384,Shopping,3077.66,Card,Online,15,10,2117,1.454,0.177,1
38,117239,Travel,693.72,UPI,Utility,24,30,3030,0.229,0.0059,0
39,126431,Shopping,952.46,UPI,Restaurant,12,53,3833,0.248,0.0075,0
24,95018,Education,1815.1,UPI,Transport,4,41,7734,0.235,0.0191,0
31,55510,Healthcare,3339.08,UPI,Local,2,38,26673,0.125,0.0602,0
32,36826,Other,2425.48,UPI,Online,2,29,22652,0.107,0.0659,0
24,83026,Food,2271.76,Net Banking,Utility,18,52,24591,0.092,0.0274,0
26,136668,Travel,1990.36,Wallet,Online,13,59,1011,1.969,0.0146,1
25,39045,Travel,725.4,Net Banking,Transport,15,43,15046,0.048,0.0186,0
40,105102,Travel,1831.69,Card,Subscription,21,39,5582,0.328,0.0174,0
46,66919,Shopping,1681.42,Cash,Online,16,50,23744,0.071,0.0251,0
35,114441,Education,527.31,Wallet,Online,26,4,17136,0.031,0.0046,0
48,133325,Travel,4741.99,Card,Restaurant,3,5,21017,0.226,0.0356,0
47,34337,Healthcare,1104.43,Net Banking,Local,12,4,9320,0.119,0.0322,0
56,92949,Travel,539.98,Cash,Transport,7,36,3976,0.136,0.0058,0
52,15276,Bills,1248.73,Card,Online,18,59,9678,0.129,0.0817,1
35,66151,Other,1432.71,Cash,Transport,4,45,2225,0.644,0.0217,0
59,67887,Food,1645.82,Card,Local,1,16,18977,0.087,0.0242,0
56,96442,Other,1415.39,Net Banking,Restaurant,14,25,14265,0.099,0.0147,0
34,64847,Bills,1712.51,Cash,Transport,1,14,2201,0.778,0.0264,0
31,73653,Bills,1920.75,Card,Education,10,11,8996,0.214,0.0261,0
48,71622,Food,1853.19,Net Banking,Local,12,29,22718,0.082,0.0259,0
41,42810,Healthcare,2260.52,Wallet,Local,22,34,12770,0.177,0.0528,0
52,92842,Education,2351.74,Net Banking,Utility,9,22,10972,0.214,0.0253,0
51,137225,Bills,2391.29,Net Banking,Restaurant,2,14,21224,0.113,0.0174,0
20,25503,Education,2795.19,Wallet,Restaurant,4,56,3307,0.845,0.1096,1
54,99761,Bills,1014.37,Net Banking,Education,2,24,16154,0.063,0.0102,0
57,141439,Entertainment,1042.94,Wallet,Transport,5,59,11578,0.09,0.0074,0
43,26590,Food,3348.93,Wallet,Subscription,12,39,28530,0.117,0.1259,1
40,81624,Bills,1277.13,Wallet,Education,9,26,23185,0.055,0.0156,0
56,135356,Entertainment,1581.76,Card,Utility,18,43,8072,0.196,0.0117,0
32,57727,Other,1483.25,Cash,Restaurant,7,36,17908,0.083,0.0257,0
21,93471,Shopping,6369.83,Card,Local,17,39,29388,0.217,0.0681,1
46,23068,Entertainment,884.86,Wallet,Restaurant,2,16,19859,0.045,0.0384,0
39,131923,Travel,871.77,Cash,Education,23,58,9198,0.095,0.0066,0
42,26390,Bills,1716.67,Cash,Subscription,23,38,5356,0.321,0.0651,0
30,121752,Entertainment,1513.59,Wallet,Online,16,59,28027,0.054,0.0124,0
35,109754,Education,688.27,Cash,Online,7,32,7224,0.095,0.0063,0
50,90969,Shopping,1619.44,Cash,Restaurant,9,6,9745,0.166,0.0178,0
33,92064,Healthcare,1749.78,Card,Restaurant,1,34,11366,0.154,0.019,0
59,36281,Bills,1183.75,Cash,Utility,11,56,19451,0.061,0.0326,0
19,69189,Travel,1551.52,Wallet,Restaurant,22,8,10596,0.146,0.0224,0
52,63511,Healthcare,953.06,UPI,Subscription,5,30,29446,0.032,0.015,0
59,137115,Entertainment,689.63,UPI,Restaurant,1,27,5087,0.136,0.005,0
51,23605,Healthcare,1270.0,UPI,Transport,20,7,5422,0.234,0.0538,0
47,115318,Healthcare,779.37,Wallet,Education,22,27,5546,0.141,0.0068,0
30,147453,Shopping,583.96,UPI,Subscription,23,25,19778,0.03,0.004,0
30,34810,Other,326.34,Card,Utility,2,56,7703,0.042,0.0094,0
35,56869,Healthcare,2013.47,Wallet,Transport,16,46,24362,0.083,0.0354,0
49,47955,Healthcare,1238.78,Wallet,Transport,28,41,15903,0.078,0.0258,0
49,76388,Bills,3361.58,Wallet,Education,6,15,22158,0.152,0.044,0
52,25207,Other,1315.95,Cash,Online,28,25,26176,0.05,0.0522,0
56,37031,Shopping,2006.86,Cash,Subscription,20,22,28737,0.07,0.0542,0
46,95807,Travel,1063.54,Cash,Education,4,18,10328,0.103,0.0111,0
46,86312,Entertainment,1679.73,Net Banking,Transport,22,12,16297,0.103,0.0195,0
33,74766,Shopping,328.72,Card,Utility,0,23,26531,0.012,0.0044,0
27,104833,Shopping,1256.11,Wallet,Education,7,51,20497,0.061,0.012,0
47,126041,Food,889.34,Wallet,Online,11,45,538,1.653,0.0071,1
42,131185,Shopping,3144.65,Cash,Transport,13,39,19968,0.157,0.024,0
56,25350,Other,1920.56,Wallet,Education,15,25,6765,0.284,0.0758,0
37,115859,Food,2867.13,Wallet,Subscription,9,10,29315,0.098,0.0247,0
22,83487,Entertainment,3597.81,UPI,Online,14,30,27807,0.129,0.0431,0
18,138853,Healthcare,1181.49,Wallet,Subscription,20,10,7098,0.166,0.0085,0
47,68117,Bills,1865.26,Net Banking,Subscription,23,34,2915,0.64,0.0274,0
20,116084,Bills,722.17,Cash,Subscription,25,46,17642,0.041,0.0062,0
31,38782,Entertainment,2213.26,Card,Education,14,13,21226,0.104,0.0571,0
